Unigrams,Freq
taşırdığı,1
çağlayıp,4
berfin,1
sonlarını,1
bitirip,2
sevenleri,5
şehirdesin,1
kavuşa,1
damlalara,2
ökçe,5
mırıldanmaların,1
sokup,1
yürüyüşlerin,2
aldırmamaların,1
arife,1
bayramlık,5
dokunuşun,7
izlediğin,1
çerçevelediğin,1
umutların,23
yataktan,5
uyanışını,4
uçurtman,1
onlarca,14
sevemezsin,9
sadakatli,1
rabbim,5
nun,5
ölmekte,3
somali,2
mevlana,4
yı,2
sevdiren,4
büktüren,1
yesevi,1
yi,2
gömdüren,1
ye,4
zerreye,2
erdiren,1
âlemlerin,1
çarkını,2
ötüşen,2
âlem,10
cihana,5
bedendir,1
fayda,14
cevher,4
teker,18
toplanın,2
göverir,1
bahara,17
ahdettim,1
peykle,1
yâre,1
um,7
terettütsüz,1
bakarsa,3
ifadeyle,2
gagasını,1
savaşçıydılar,1
kavuşursa,1
edilirken,1
vesilesiyle,1
kavuştular,1
tünedi,1
paylarına,2
nefesti,1
ikisine,2
alışamayışım,1
solgunum,1
kurursa,1
kokmuyor,1
gülmüyor,3
acıtmıyor,1
tablosundan,1
telâşe,1
rıhtımından,1
çekişiyor,7
edişin,1
sabahısın,1
surlara,2
dokunmadı,1
acımadı,1
yalvarmadım,1
penceresine,3
elveda,14
gündüzünü,1
anlıktı,1
seviyormuş,2
avuttun,1
şeyini,2
almayı,3
unuttun,12
kucağından,3
yavrusunu,5
aldıkları,5
şarkını,4
türkümü,7
omuzlara,3
koyuyorsun,3
avutuyor,3
rıhtıma,3
asfaltı,1
çiğniyor,1
söndürüyorlar,1
gibisindir,3
aysındır,1
mavisindir,2
beyazsındır,1
geziyorum,2
kaybediyorum,2
karanlığına,15
dönemeçler,1
sızlanıyorum,1
pencerene,2
yakamoz,6
anlatıyordur,1
sanarsın,1
gelmeyin,3
dayanamaz,3
başkasının,10
örülüyor,1
sürülüp,1
buketlerini,1
göreli,1
alalı,2
soluklanmadım,1
araçlarını,1
diyarları,2
ülkeleri,2
tutum,1
tutalı,1
gurbete,11
çıkmadım,4
kıvamında,3
kokunu,19
ahenkli,1
kokmadı,1
heyecanımızı,1
yağışındaki,1
sevincimizi,2
suratımıza,1
şavkını,3
vuruşunu,3
atışını,1
demini,5
sürdün,3
harladın,2
sarmalar,7
kolaydı,3
caddeleri,5
meçhulü,1
hamur,2
bakışlarıma,8
sümbüllü,1
saksılar,3
ıhlamur,3
köşelerinde,7
cellatbaşı,1
gömülür,7
makberi,1
yatardım,1
elmas,11
dökülmesin,1
kırat,1
biçemez,1
gülsünde,1
suratın,3
okka,1
hakikati,1
sevgiydin,1
madenci,3
madeniydin,1
izlerin,8
yastığın,2
ezilgenlik,1
yenilgilik,1
kabullenmişlik,1
anlayıver,2
kahrolası,4
sillesini,1
suratıma,2
sürülür,4
sürgüler,2
eskimişlik,1
yeşilimsi,1
tutsaklık,3
esaret,2
mecalim,2
yiter,1
vatanı,4
yeşeren,16
taşarlarını,1
sabahını,6
üstleri,5
bayrağımı,2
kadınımın,1
menfaatsiz,1
ağarmasını,1
gıdıkladığımda,1
soframa,2
koymanı,1
ağlamanı,1
masmavilikleri,1
tonunu,1
açmasını,5
sayfalarını,2
meçhule,4
uçlarıma,3
irmağın,3
akmasını,3
tünemesini,1
rahmeti,3
estiğinde,2
yağdığında,5
tohumdu,1
eyledi,21
tozdu,1
hoşluk,3
gönle,3
damlaydı,1
pırıltıydı,1
gah,4
fukara,4
manayı,1
uydu,5
ömürdüm,1
heba,2
serildim,1
yuğdular,1
elhamdülillah,1
kırlarında,1
erdiği,2
özgün,3
kuruyorum,5
tırtır,1
baharlara,7
sevdalanıyorum,2
hürriyetimi,3
perçinliyorum,1
bayramlara,1
seviniyorum,4
kardeşliğe,2
yeşeriyorum,1
bağrın,4
sarılıyorum,5
yalancıktan,2
diren,4
takır,2
öğütsün,2
parçalasın,1
bölsün,3
değmeyin,4
lambalarını,3
karartsın,1
çıldırsın,1
bam,4
telime,3
ayaklarımızdan,4
yakaladı,1
sürükledi,4
boğacaktı,1
hazırdım,4
aşıktık,2
tanıdığı,3
sadık,9
göremeyeceği,1
taşıdığım,6
sıkılmaya,1
vazgeçilmiş,2
dokunduğum,6
doymaz,4
tepesinden,4
dönmeyeceğini,5
izlerimizin,1
bıraktığımızda,1
uçurtmalarımızın,1
yürüdüğümüzde,1
sevdiğimizde,1
sevdiğimiz,6
öldüğümüzde,1
sattığımız,1
avunduğumuz,1
inandığımız,1
yalandı,2
inançlarımız,1
inançlarımızın,1
koymuştu,3
çividir,2
vazgeç,5
dâ,1
demi,11
sefaya,1
yorma,6
telaşeyle,1
gömerler,1
naaşını,1
vah,4
duyarız,3
çekmişsin,1
öldürürsün,1
aşığın,5
geçersen,1
kapısıdır,4
sadakatinden,1
sarının,1
ihanetine,1
viraneye,1
değdin,2
nerende,1
ney,16
istiyorsun,16
deryanda,1
daneye,5
sığdırıp,2
oyalanma,2
koparttım,2
gariban,6
mahpusun,1
dış,2
kırlarda,15
kovalaması,1
kelebeğinde,1
yoldu,8
biriktirmiştim,3
tutmamak,1
avuçlarını,10
çektiğinde,4
inşa,3
ırmaklarına,1
dediğinde,1
sırça,7
ninniyi,1
ört,12
sürgülerini,1
anlamazsın,2
suretimle,1
katiyen,1
barışma,1
sevme,18
karışma,1
gölgemde,1
yanaşma,3
apar,2
topar,2
sükûnet,1
ipine,5
yeşermişti,1
zeytinler,1
eler,2
karıştırdı,1
hacivat,1
gülüşleri,13
bursa,2
camin,1
kulen,1
köprün,1
öpüştüğümüzü,1
seviştiğimizi,1
çıkartınca,1
aşkımıza,5
imaret,1
tophane,1
nakış,24
gitmez,10
saklarım,12
yarıları,3
arları,1
kirletip,1
i̇hanetlere,2
yumarken,2
kaçarım,1
topraklardan,2
havan,3
gölgesindesin,2
ıhlamurun,2
fısıltısı,2
dökecek,2
bozulmasın,5
çağda,4
birisin,3
yeniyken,1
tılsımlar,1
dokunuşlar,10
bilmezken,4
vaktindesin,1
susmaktasın,1
meyveler,2
islatmayan,1
altındasın,1
zamanındasın,1
avuçların,6
söylemedikleri,1
mayalıyor,1
salıveriyor,1
kristallerinden,2
peri,18
mevsimdesin,1
koklanmış,2
serpiştiriyor,1
yaşanmamışlar,1
zamanından,1
büyücünün,2
kollarındasın,1
tüyü,5
acılarım,9
yeminin,1
güllerine,3
perşembeydi,1
sokaklarından,4
çıkıverdin,1
hepimizi,3
aldanmayın,2
yaşlanmayın,1
ömrünüzün,1
mabedi,2
terkedilmişliğin,1
evliya,3
ömrünüze,1
girenler,2
anamdır,1
babamdır,2
mutsuzluğumdur,1
sıralı,2
sizinde,1
güvendiğiniz,1
unutulanları,1
unutmaz,2
vitrinlerim,1
gidin,10
evinize,2
mutluluklara,2
koynuma,7
dönmem,5
canın,8
atardım,3
sayardık,2
çalışırdın,2
kuşlardan,8
umurumda,6
olmazdı,10
yaram,8
berem,1
tuttururdun,1
kopartırdım,1
yakmadı,2
doldururdum,1
koşmuştum,1
boynumdan,1
büyüktü,4
kaybetmekten,2
korkmuştum,1
çağla,6
ısıtırdım,1
kıp,1
yapardık,3
düğmelerle,1
iliklerdik,1
sevinirdin,2
ettirmedim,1
ışıları,1
yüzdürür,1
buraların,2
üzdürür,1
çantanı,2
i̇çilmez,1
gönlümüzden,1
vitrinleri,2
göstermez,1
buralar,6
yaramızı,2
yaramıza,2
yüreğimizden,2
türkümüzü,5
sallar,8
albatrosun,1
açıldın,2
saçıldın,1
çarşaflara,4
ihanetlerle,1
melodi,10
kaldırıma,4
şarabın,2
düşüm,9
kubbenin,3
sıkılan,6
esmez,1
taşımaz,4
yumulsun,1
gözkapakları,1
gitmeyiveririz,1
çıkmayıveririz,1
çıkarmayız,1
sakladığımız,4
orucu,1
barıştan,1
feragat,1
ederiz,6
uçurtmasız,1
düşünmeyin,1
koşun,5
habersizdir,8
gözbebeklerinde,9
doğduğundan,4
saçılan,3
savrulduğundan,1
okyanusta,3
yelkenliye,1
kandığından,1
hasretliğindendir,1
tonlu,1
vurulduğundan,1
düşerime,1
girdiğinden,1
kollarımda,5
uyanırsın,3
verdiğinden,1
yakalamaya,3
uçuşun,2
sevildiğinden,1
çığırırdık,1
salıp,1
yazalım,2
yaslayım,2
doğduğun,9
sevişelim,3
ağlamayacak,2
kini,4
göremeyeceksiniz,1
ümitlerle,1
avuçlara,2
cebime,1
soktum,2
ayazından,1
yokluğumda,4
boğazımdan,1
arttırdığım,1
kuruşa,2
inden,1
öldür,9
haydarpaşa,3
i̇haneti,2
nerene,1
yatıyorsun,2
yattıktan,1
ağlarsın,5
çığlıklarına,8
vuruyorsun,3
tutunuyorum,3
fırtınalardan,2
karacaahmet,3
deki,5
yekun,1
öpülmüş,1
cevherler,1
mutluk,1
kavanozların,2
açtırırdın,1
açmıyorum,5
kavanozlarının,2
serpiştirdiğim,2
boyalarla,1
dürüstsüz,1
çırpı,2
endişelenmiyorum,1
guguklu,3
saatimin,2
yolup,3
halıları,1
kirletiyor,1
yanaklarımda,1
kızarıklık,1
bağıracak,1
gardırop,1
reçelleri,1
postallarıma,1
bakanların,2
mankenlerini,1
vitrinlerin,4
pahalı,7
kanundu,1
bitkindi,1
solgundu,1
tamburanın,1
ayazdı,3
kuytuydu,1
suskundu,2
bulutuydu,1
tasaydı,1
gittiğim,11
sandalye,3
masaydı,1
çalgıcı,1
kadehimi,2
meyci,2
tenli,9
dudaklardan,2
ıslıklarını,1
mintandan,1
ceket,4
kanatlarla,1
mayalanan,2
masmavidir,2
yayı,3
sürgündür,2
sancıdır,1
gözyaşıdır,1
parmaklarım,12
çekerim,5
yelkenlerinden,1
yumarım,2
birimizin,5
birimizden,3
çarkı,4
buğdaya,1
öğütme,1
böyledir,8
sevmelerin,2
satırlara,4
vazifeye,1
yoğrulan,1
yaşlarına,1
ıslatmaz,1
bedenlerde,2
göremediğimiz,1
buğdaydan,1
unun,1
fırında,1
pişmiş,2
tepsi,1
çöreğiyiz,1
kapadım,3
haklıydın,2
karşılıksızdı,1
kanunsuz,2
farz,8
tanıştık,4
yoktuk,1
kanunda,1
çiğnenmedik,1
bittik,1
acıtmıyormuş,1
vedalaşmalar,2
bittim,9
dokunmadık,2
koymadı,2
kanunlarda,1
bittin,1
tanışmadık,3
sevişmedik,1
yakalasa,1
coğrafyamızda,3
acıdağı,1
dır,6
örtümüz,1
kuraktır,1
gönlümüzün,2
ovası,2
kurak,20
döver,1
gözyaşından,5
oluşur,2
barışa,5
efsanemizi,1
buradaki,3
yaşlılar,3
teröre,1
kargaşa,1
kaos,3
doğsa,3
batsa,4
davranıyorsun,1
mavisiydi,1
yıldızdı,1
yelinden,1
bırakmışsın,3
saklarsın,4
çırpınma,2
hafifliğinde,1
konuverdi,1
kurutur,2
benliğini,10
yeşillenir,1
fidanın,1
dalının,2
yaprağın,26
sapında,1
asırlarca,5
dönersin,11
dönemeyiz,2
berduş,2
sazıdır,2
sahtekârdır,1
kiraladın,1
nöbetçisiyiz,1
sarılıyoruz,2
dökerse,1
adımlıyoruz,1
dostudur,1
izlerim,6
gurursuzdur,1
haysiyetsizdir,1
göremeyiz,1
gülüşür,4
hayallerimizde,1
kapılardı,2
tecrit,1
uzaklaşmıştırlar,1
sevdandı,1
atomlar,2
kopartırım,1
gideyim,9
soğusun,1
tokmakları,1
âdem,1
koşturmaktayım,1
sevinmekte,1
toplayacağım,2
kitaplarım,1
defterlerim,1
kalemlerim,2
tebeşirli,1
içtima,1
telaşındayım,1
rüzgârlara,6
dibindeyim,2
açım,3
sevdayım,1
köysüz,1
yolsuz,4
fenerin,4
arkamıza,1
atarız,1
düşlerimizi,2
ağlama,35
parlarız,1
yağdırmayan,1
nemden,1
gezegenlerin,1
tufanların,1
ülkeler,5
yıktığını,2
depremlerin,1
haritaların,4
durduğunu,2
sınırların,2
çizildiğini,1
engebeli,2
uzaklık,8
değiştiremedi,1
değişmez,4
yolcusuyuz,3
gidilmekle,1
izlerimiz,1
solusun,2
tüketsin,2
zımpara,1
yontmakla,1
tüketir,2
sevgimizi,6
beklemeli,2
süryani,2
şarabında,1
biz'i,1
demlemeli,1
dinleyeyim,3
aşına,3
aşığız,1
acıyasım,1
bilmedikleri,3
öğrenecekleri,1
onlarında,1
yürümüştük,1
bizimde,4
bebeklerimizde,1
pırıldı,3
atıyordu,7
attığımız,3
geçmeliyim,1
anlamayacaklar,2
istediğimi,3
susmalıyım,2
ufalanan,3
dökülürüm,3
yokluktan,1
bükülürüm,1
yiyene,1
eyler,7
haram,10
sökülürüm,2
parçaya,5
nehirlerine,2
düşmandan,1
kaçayım,1
nefsimin,4
sakınayım,1
düzenine,4
çocukluğuma,4
sevdalarla,4
avuttuğum,3
avunduğum,3
yastığıma,8
gözlerimin,47
sürgüsünü,2
perdelere,1
buğran,1
atomları,1
atomlarına,1
değmeye,1
fahişenin,1
odamın,11
muhakeme,1
idamı,1
izleyip,2
geldiğiniz,2
fikrime,2
mandalında,1
avizenin,1
çerçevelerinde,1
portmantonun,1
dökerim,4
yağarım,3
telaşıyla,9
çırıl,4
okyanuslara,3
yıkarım,2
kaderimi,4
şimşeklerin,2
damlalarımı,2
ağlamasını,2
dökeyim,2
gitmiyorum,2
uyuyamıyorum,2
eksiğim,1
selamı,3
teamülüm,1
görürsen,7
pistol,1
yazar,21
solmuyor,1
dökmüyor,1
kanatlıdır,1
perilerin,2
görmemişler,1
önümden,6
siyahlar,6
hayallerimden,1
sevmediğimi,1
inanıyorum,3
sevmeme,3
istasyonuna,1
kafalar,1
kavuşur,6
dolanıp,5
gelmedin,16
vicdanların,3
telaşeli,2
ölçülür,2
hesaplar,4
cemaatin,1
ölüdür,1
neresinde,2
zamanlardan,10
hatırlayıp,2
i̇stemedim,1
değme,5
esiriyim,3
uçurumsun,1
yanlarıma,2
bekletme,3
saklansın,2
yumup,1
yakalayacağım,1
umuduyla,8
oyuncakların,6
sökülsün,2
yüreklerden,1
sevdiğinle,3
paylaş,1
parçalansın,4
fallarda,1
falcı,2
bilseydi,1
duyamayacaksın,1
mühürlenmiş,1
vazgeçer,9
dökmeyeceğim,1
cesaretimle,2
çalmayacak,1
avuçlarımı,7
almasın,3
çırpmışım,1
avcı,4
almaya,15
pençelerimle,1
yakalamışım,1
tuttuğumda,2
bırakamadığım,3
tanem,43
kıyamazken,2
öpmeye,10
cigaram,1
efkârlanıp,1
işıldayan,2
telaşındaydık,1
acelesi,1
öptüğümde,2
işlemiş,5
taklalar,1
saatim,3
yuvasından,1
herkesindir,1
pembedir,1
söker,5
acıtır,5
üstünü,16
deşip,1
çıkartır,1
dökmeden,3
edilmek,3
fedakârlıktır,1
parçanın,1
gitmesine,3
yummaktır,1
şerbetin,2
kıvamı,2
yoğurdu,2
sattılar,2
bandırıp,1
şekere,2
menşesi,1
sakızla,1
etmem,7
kandırmışlar,1
durumun,1
hallice,1
dostlarla,3
ikimizin,4
yerinede,1
avuçlarımızdan,2
ağaçsın,1
geliver,1
saçsın,1
beyazıydın,1
olmasaydın,3
bakmayacaksan,1
tutma,14
gideceksen,2
söyleme,16
diyeceksen,1
sularken,2
göremeyeceksen,1
gördüğünde,4
çevireceksen,1
unutacaksan,1
oynarız,1
kuzularla,1
koşarız,2
ayıracaksan,1
defaki,1
vazgeçilmiyor,1
beceremedim,2
direnemedim,1
yabancısıydım,1
diyemedim,21
susturamıyorum,1
kavurur,4
gelmeyeceksin,1
sensizliğe,17
ödüm,1
kopuyor,10
dönmeyeceksin,2
güldüğün,2
şarkımız,4
çalacak,3
sevdamı,28
ördüysem,1
çürüttü,3
eskitti,2
bulamadı,3
aradığı,2
evlatlarını,3
severmiş,1
kullarını,2
kirlettin,1
unutulmak,3
unutulduğunu,1
dostluklar,6
yalansa,1
aşıları,2
yediğim,5
mercimek,1
köftelerinmiş,1
diyarlara,5
şapkasından,1
yolunmadın,1
papatyalardan,4
elbiselerinin,1
kirletmişler,1
silmiş,1
balonlarını,1
bilemediğin,2
takılıydı,1
meleklerde,2
aşılar,1
aitmiş,1
çırpınışta,1
tutacakmış,1
alışamadım,3
alışılmıyor,1
dokularım,1
söktüğünde,1
bittiğinde,3
kemre,1
savurun,2
gitmeler,7
boğmuşlar,1
sökseler,1
baksalar,1
döksem,2
kapınızın,1
gürültülerine,2
pırpır,1
aralanmış,1
nihayete,1
mücadelesinden,1
ispanaklı,1
soframın,2
konmuşsun,1
gelibolu,3
ellerimizden,2
yaştır,2
kınası,5
yakmıştı,1
çırpınış,2
duraklar,2
aldanmalık,1
birleştirir,1
kavuşturmaz,1
haktan,3
hepimize,3
başlıyorlar,1
saptırdı,1
meyvesiz,2
kimileri,6
kabullenmiş,3
kimilere,1
yolardan,1
vazgeçti,2
ıslattı,1
peltek,3
sokaklarındayım,1
şafağında,7
döşenmiş,2
kurusu,2
yağmurlardan,10
günahıma,1
âdetince,1
kırıl,3
sızlan,1
'ya,1
itaat,1
yemişlerini,2
olgunlaşır,2
sevk,1
tahammülde,1
zulümlerine,1
parla,1
parlat,1
yarasın,1
şâire,5
günâhla,1
arzuya,1
verilse,1
yücelmek,1
kanadını,9
yetti,9
yüceler,3
yükseler,2
kurtarırsın,1
felaketten,1
inancım,7
insanlığını,2
kaybetmedikçe,1
muhafaza,1
muztarip,1
sevindiğimiz,1
kalacağını,1
sevdiklerimizi,1
ağlatarak,2
moda,4
şekerle,1
dokundurup,2
dudağıma,6
emzik,1
koymuyor,1
attığım,8
hatırı,4
dostlarımdan,1
verdiklerinden,1
aldıklarını,1
çıkartırsan,1
yaşatarak,1
borçlarını,1
taksimiydi,1
neyzene,1
üfleten,1
sancıydı,1
parlatan,1
şaşmadı,1
cezaydı,1
kağnı,2
dolandırdım,1
neyde,1
sensizliği,28
seninleymiş,1
sevdalara,12
verilir,3
özünde,9
sormaz,1
dokunmaz,3
bakışılmaz,1
bütünlükler,1
gövdesinden,2
damlalarını,1
gebeler,2
adetleri,1
susmaz,6
akıllarda,1
tellerle,2
yabandasın,1
gurbettesin,1
yürümektesin,1
çevirmek,1
dönemedim,1
gözbebeklerimde,5
pırıldayan,1
şımarık,6
yırtarsın,1
takvimi,1
yoldum,1
azaldın,1
evlenmişsin,1
giymişsin,2
yanıyordum,1
evlendiğin,2
muşsun,2
haykırırken,2
tutuşum,1
sanırken,5
sayfalarında,2
aşklarda,3
düşülmüş,1
notlarda,2
ayrılmayacağız,1
isimlerini,1
çizdikleri,1
parçalayacak,1
suretlerini,2
öğretecekle,1
romanlar,1
yazacaklar,1
kaybettiklerini,2
arayacaklar,1
kokladığım,4
açarlar,3
görselerdi,1
doğ,5
düştüğün,6
söylemediklerini,1
sevmediklerini,1
bilmediklerini,1
görmediklerini,1
kahramanlarının,1
aşklarına,3
seviniyor,2
hayatlarının,1
ayrılıklarına,1
heyecanlı,2
senarist,1
beklenir,6
haftası,1
dakikalığına,2
üzülürüz,1
yuvarlarız,1
okey,1
kısıldığı,1
müziğin,3
bastırılır,1
şampiyonluktan,1
şampiyonluk,1
kutlamalarında,1
beraberliği,2
insanlarımız,2
statları,1
hürriyetlerin,1
örgüler,1
çekilirken,4
dizilerde,2
kurtara,1
sora,1
hürriyetleri,1
tükenme,1
düzülür,1
saft,1
listede,1
hazanlar,4
pencerem,7
savruk,7
gelmediysen,1
aynam,4
sanık,5
anım,1
kemanın,2
utanma,1
ormancıyı,1
of,7
çekeyim,2
kederimden,2
zıkkımı,1
isterler,3
arttırırlar,1
şiddetini,4
çenem,1
semaha,1
dervişler,2
zikre,3
topladığımız,2
elmalar,2
dervişlere,1
biriktiriyordum,1
hırsızmış,1
gülüşlerimden,1
neşemden,1
vurgunu,17
alamadığı,1
korkum,9
sinen,10
kumarın,1
kaybeden,5
olmuştum,8
umudumdun,1
döndün,6
kedilere,1
başlangıçtır,2
başlamasa,1
yatmadan,3
düşünmüyorum,3
kabıma,1
dokunduğu,7
dikenler,8
yanlarımı,2
izlemiyorum,1
etmedim,7
tekmede,1
gazoz,5
kapağına,2
söv,1
kapan,4
savrul,4
mırıldan,3
vazoları,1
kaybolmuşluğum,1
suskunluğum,8
utancım,1
senfoni,3
noktasız,5
virgülsüz,2
dökülün,1
kucağıma,4
pırıldayacak,2
kirpiklerine,12
dokuna,1
yarışacak,3
kapaklarıma,2
kazıyacağım,1
dokunmak,12
sökecek,2
korlarından,1
taşıdı,2
ağırmışım,1
yükmüşsün,1
sonum,1
saydıra,2
kısalttın,6
baktıra,2
kalemle,10
sayfaya,2
yazıya,4
hizaya,3
getire,1
götüre,1
çizik,2
gördüğümü,4
belleyip,2
ağlata,2
geçirdin,2
ömrümden,4
ayrılıkmış,1
saldıra,2
gezdire,2
mevla’m,1
sezdire,2
ezdire,2
takılı,7
kordon,3
bakındığım,1
seferimde,1
farklıydı,2
geldiğim,11
marttı,1
günüydü,2
şükretti,1
buğramsı,1
yağmurlarına,5
kavuştuğu,3
nenem,1
oyuncaklarım,2
kovaladığım,1
oğlaklar,1
peşlerinde,2
sağarken,2
bakırdan,2
güğüm,2
silueti,2
nakkaşın,2
çözülmez,4
kaldırmak,2
kanatlandığında,1
uçamıyorum,2
oynadığım,2
şefkatle,8
izliyor,5
sabunla,1
yıkasam,2
günahlarım,2
demirden,5
vagon,6
vagonlar,2
erisin,2
kerpiç,3
duvarlarımızdan,1
insin,5
camlarımızda,1
ninnisi,1
dinmez,11
mahşerden,2
kemancı,3
radyolardan,1
çiseliyor,3
geçirmişte,1
udi,1
uzansam,3
kanuna,1
şeyimi,4
rabbini,5
ararsın,6
eseyim,1
kabında,1
çalkalanıp,2
kanadım,5
âşıktır,2
meşk,2
marazlı,1
tutmaz,5
duyun,4
ağlayım,1
şişeni,1
satma,1
alayım,2
kahpeler,1
ağarmaz,1
atayım,1
sillede,2
vurayım,1
götürün,4
konarlar,1
sürünürcesine,1
görüntüleri,2
yansır,6
duvarımıza,1
ötüşleri,1
i̇steseniz,2
öldüremezsiniz,1
gazze,1
yaşının,4
yım,1
islamım,1
yla,2
geriliyorum,1
isek,1
kamptayım,1
sıramı,2
kuyulara,6
ediliyorum,1
aylığım,1
irakta,2
dul,5
okşayın,1
taif,1
taşlıyor,1
sümeyye,1
yim,1
arakan,1
dayım,8
suriye,3
cinayete,2
mısır'da,1
annesine,3
uyanmıyor,2
uyandığımda,24
suskunluğa,2
cesedimi,1
kendileri,2
oynaşan,5
gülüşen,1
kapımı,7
savaşları,1
sorarlarsa,3
savaşlarda,1
masumları,1
cevaplasam,1
imtihanı,1
babadır,1
yollarının,3
yamaçlı,1
çocuklarıyız,3
sapadır,1
sırtımıza,2
palazlanan,1
mühür,11
ağlamayız,1
çocuklarının,4
yüreklerine,3
serpil,6
dökül,1
çamurludur,2
vardığınız,1
bloklarının,1
furyalarından,1
marketlerinden,1
dükkanlarından,1
barlarından,1
haykırın,4
babaya,6
sonumu,1
bakir,13
tanrıları,1
köstek,2
kağnılı,1
gittiğiniz,1
kuruduğunda,1
ek,5
bakmamayı,1
siner,4
kutsallığında,2
birikintisine,1
alıştırıyor,2
çizmek,7
biçimidir,2
boyamakta,1
gülmüyorum,1
kesiyorum,1
silsen,2
üçümüz,1
düşeceğim,5
bilmesin,2
ararım,19
yakındır,5
haktır,3
görünenler,1
i̇stikamete,1
kılavuza,1
rahman,1
inileyen,1
kamışlar,1
özümden,3
öğün,3
rızkı,1
fukarası,1
devrimin,2
suskunluk,12
kılıçtan,6
sırtlanmışlar,1
öleni,1
gerisin,3
teyyare,1
gülemediği,1
taşana,1
bebeğinle,1
topunla,2
kumunla,1
küreğinle,2
erince,1
doğrultacaklar,1
tanıyacaksın,1
sığdırmayı,1
yakıştıracaklar,1
ülkesi,12
kovanla,1
etmezdi,4
gitmezdi,3
sızlayan,8
sonsuzluğumudur,1
sığmazlığı,1
mana,5
manasını,1
harımdır,1
demliği,1
zina,1
rabbine,5
yatıra,1
malına,4
meyledersin,1
düşene,4
zekâtını,1
komşun,1
kâbe’yi,1
tavaf,2
ayırmazsan,1
riyasız,6
varmasan,1
durmansan,1
varlığıyla,1
amacı,2
yuvasında,1
kardeşlerini,1
olabiliyor,2
vuslatı,3
sevdiğinde,2
kopartıverseler,1
ahhh,3
zamanımın,1
tüketmek,2
ihtiyarlamak,1
işitse,1
okuyabilmek,2
söyleyemeyecektim,1
sevgimdir,1
kirpiklerimin,8
kapanması,2
fısıldayacağım,1
yağacağım,1
gülmek,10
ellerinize,1
sevdamıza,4
takvimin,6
ayrıldığımızda,1
sustuğumuzda,1
vururlar,8
uçma,2
turnam,7
basarlar,1
yolarlar,1
asarlar,1
eşer,1
kazarlar,3
mahpusta,3
konma,2
hürriyetin,2
bedelidir,3
okşadığım,2
diktiğim,1
fidanlar,2
i̇kram,1
serinleten,3
söylediğimiz,4
sakallı,6
ihtiyarın,2
kasketi,2
telim,3
güldürdüğün,1
kavuşamadığın,1
udinin,1
barışın,5
çıkılmış,2
tepinen,1
çırpışan,1
yeleli,5
tutuşur,19
birleşir,4
meyveye,4
kireçli,1
edebiyete,1
yumulur,1
aşikâr,1
duyarsınız,1
atış,3
boynumun,6
boşaltılmış,3
çuval,2
naaşım,1
capcanlı,1
bayramda,2
sarılır,9
asılır,5
vakitte,13
sevdalısına,1
evlatlarına,1
getirdin,5
götürdüğün,5
postumun,1
makberden,1
post,1
meşkle,1
nere,3
kaçarsın,1
maşuk,1
savmaz,1
arşa,5
sönse,3
tükense,2
suali,1
sorulmaz,5
kiraz'a,1
parçalı,3
büküşünden,2
bakışından,6
kenarlarındaki,2
bulaşmış,1
katili,2
yıldırımıdır,1
selim'de,1
göğeren,1
vuslatım,2
pabucum,1
soktuğum,2
cebim,2
sevişeceğim,3
çıldırırsam,1
hatırlatmasın,1
taşmış,1
kucaklaşıp,2
sarılarım,1
sarılalım,2
çatının,3
bulacakları,1
koroda,1
nakaratında,3
yüzyıllardır,4
doğduğumuz,2
kokalım,1
duyulduğu,1
rahmana,1
deniyordu,6
aramaya,7
şemsiyesiz,1
avanak,2
kahvehanelerde,1
pencerelerde,6
çıkmayınca,1
karasına,3
bulandığında,1
fayton,1
kiraladım,1
faytoncu,3
asıldı,5
dizginlerine,1
etseydi,1
kavuşamayanlar,1
dizginleri,3
acısına,5
ikindiyi,2
kılıyor,1
okullarına,1
hayatları,5
sıkıştıran,2
gardiyanlar,1
dövdüler,1
hastane,6
avuttu,1
sanar,1
girdiğimiz,3
edilince,2
ardın,2
gramofondan,1
vedalaşır,1
gölgesiyle,2
kaçarcasına,3
dönmeyecek,5
uğurlar,1
tebessümüm,2
kalmayınca,2
garibanlığım,2
bulamayışımdır,1
alamayışımdır,1
garibanlık,1
sıvazlayamadığım,1
göremediğim,3
garibanlığımdır,2
kucaklayamayışım,1
sığdıramayışım,1
koklayıp,1
gındığından,1
öpemeyişim,1
mabedine,2
gittiğimde,3
tıka,9
sevgisiyle,5
kandırırsam,1
‘biliyorum,1
ki’,1
sızlıyorsa,1
leş,2
resimlerde,3
durmuyorsa,1
söylüyorsa,1
liralık,2
köşkleri,1
arabaların,2
envai,1
takıların,1
araban,1
yuvanın,1
bilemezsin,16
dostuz,1
sırdaşız,1
yıldızlarla,23
söyleşiriz,1
hecelerle,1
yanarlarken,1
tozları,4
serpişir,2
gözyaşlarıdır,3
erirler,1
dilemişsin,1
fısıldadılar,1
i̇steme,1
yalvarırmış,1
saatiyse,1
hacet,1
gerçekleşirse,1
depreminin,2
şiddetine,1
taşıyabilir,2
ağırlığını,5
ummanlara,2
uzansan,2
korkmaz,3
fırtınadır,2
imbat,4
istediğinde,6
büyütürüm,1
çatlayıp,2
sarıverirse,1
neylersin,13
bayrağımıza,2
bırakacaksan,2
buluştuğumuz,3
üzül,3
vatanımın,3
süzül,4
gömmekle,1
filizleneyim,1
boylanayım,1
