Unigrams,Freq
adamsın,1
sada,1
kurbağasın,1
perdeyle,1
süslerken,1
odamı,1
damarımda,1
kurşunlaşıp,1
donarken,4
düşünmekle,1
serpilirken,2
pencereme,18
hicranlardan,1
karların,5
lambam,1
sarıdır,1
mektubun,8
parçalarıdır,1
dondurucu,3
hançeremden,3
odamdan,4
onulmaz,8
yerimden,1
muini,1
etrafımda,3
istıraplar,1
yanardağlar,2
katlanırım,1
ızdırabiyle,1
çıldırsam,1
vücudunla,1
saffetiyle,1
ölüvermiş,1
aydan,8
kitarı,1
vaklamıştı,1
araklamıştı,1
şairlerden,2
saklamıştı,2
boyundan,1
çekemedi,1
kitarası,1
taşında,14
ez,5
gez,4
kirlenirse,1
hamızı,2
avucuma,3
kaynayıp,1
oyuluşunu,1
potaya,1
erittim,4
avucum,2
sömürerek,1
dişlerimi,2
sırıttım,1
kafama,2
hamızın,1
işlemediği,1
matemli,3
oyuldu,1
düne,9
saklıyordum,3
menba’ından,1
gözyaşımı,7
yâri,3
görülüyor,2
hararetli,1
kemerlerden,1
zerzevat,1
kayıkları,1
açıkları,1
yanaşarak,1
köprüye,3
yangınlığıyla,1
busenin,2
i̇nliyor,2
istimbot,1
canavarca,1
dakikalarca,6
zincirini,5
haliyle,4
barındırıyor,2
muhitin,1
kıntı,1
sürüklerken,2
mavnalarla,1
dolarken,4
kemerlerin,1
altı–,1
dubaların,1
karaltı,5
bugünün,5
kasketini,1
yalatıyor,1
işleyecek,1
şişleyecek,1
mağazanın,1
kasasını,1
vaka,1
artıracak,1
mücrim,1
piyasasını,1
atacaklar,1
hapse,4
cürmü,1
tamamen,6
bizdeyse,1
cemiyetin,1
mağdurumuzdur,1
kusurumuzdur,1
şüphelenmiyoruz,1
mesuliyetimizden,1
zavallıların,1
mesuliyeti,1
vazifemizi,1
tel'in,1
geliniz,1
kurtaralım,2
saralım,3
aguşa,1
atılacaklar,1
koşa,7
yalvarıyorlar,1
oturmuşlar,2
dubanın,1
karlarla,1
çamurdu,1
kamaştırarak,1
yoldaki,1
birikintilerine,3
boğuluyordu,1
çivili,2
kunduralarını,1
aldığı,13
güğümü,5
maşrapayı,5
vücuduna,1
ayranla,1
güğümün,4
atışında,5
vurmakta,1
dirseğine,1
geçirdiği,2
sapı,3
hamleler,1
yapmakta,1
kunduralarının,1
tarafı,5
eğilmişti,2
topukları,3
ayakkabının,2
ökçesine,1
çamura,2
basıyordu,1
gitmeye,3
mecbur,6
saatlik,1
senelerden,1
alakasız,1
sazların,3
ovayı,3
genişliğindeki,2
uzatılmış,1
kalastan,1
çökecek,3
sallanmaya,1
sırta,3
dayanarak,2
işlerse,1
işlemiyor,1
kapısının,2
söğütle,1
viraneyi,1
dönmesini,2
nahiye,1
hizmetçilik,1
ayranını,1
satıp,1
satamayacağını,1
düşünmüyordu,1
mecburiyeti,1
çatlaklarla,1
burnunu,2
sildi,4
çevirince,1
yaklaştığıni,1
ovanın,3
yapraksız,5
akasyalarla,1
rastgele,3
dakika,6
durduktan,1
kalkarken,2
düdükte,1
keyifli,4
edası,2
istasyonun,2
parmaklıkla,1
hududuna,1
dinlendi,1
aralayarak,1
süzüldü,11
binasıyla,1
heybelerinin,1
oturan,6
kaputunun,1
büzülmüş,2
jandarmadan,1
kebapçılar,1
gazozcular,1
yemişçilerle,1
istasyonlardan,2
yazın,23
civar,1
kavun,2
hasan'la,1
küfe,2
armudu,1
köylüden,2
ortalıkta,7
görünmezdi,2
rahatsız,3
suratla,1
memuru,5
senelik,3
akümülatörlü,1
radyosundan,1
çıkarabilmek,1
getirmeden,1
uğraşmakla,1
geçirirdi,2
rayları,1
demirlerin,1
lokomotiflerin,1
görülüyordu,1
irkildi,3
i̇stasyona,1
lokomotif,1
lekelerinin,2
yakalayarak,1
koşmaya,4
pencerelere,5
ayran,16
bağırmaya,1
kelimesinin,2
sıfatı,1
kapalıydı,5
tanesinde,3
bluzlu,1
hasan'ın,1
delecekmiş,1
maşrapadan,1
içebilecek,1
boyunbağsız,1
esnaflar,1
askerler,7
hasılı,3
buruşturarak,1
ediyordu,9
kuruşla,2
götürebilirdi,1
uyuşukluk,1
mideye,1
beslemek,2
sıska,5
basık,4
tavanlı,2
mayayı,1
yetişemeyeceği,1
bulamayacağı,2
duvarla,1
midenin,2
keçiyi,2
yiyeceklerinden,1
korkuyordu,1
koltuğunun,1
getirmek,6
kalmadığını,2
dehşetle,1
açlığa,2
midesinin,1
ezilmelerine,1
asmadan,1
pösteki,1
kardeşlerinin,4
sokulurdu,1
dehşete,2
mideleri,2
mahlukun,1
kinle,6
hatırlayınca,2
vagonlarından,1
indirildi,1
seslendi,2
minimini,1
maşrapanın,1
dikerek,3
sindire,2
ayranı,2
bıyıklarının,1
yakalıksız,1
damlatıyordu,1
içtikten,1
yeleğinin,3
onluk,3
memurundan,1
çiselemeye,1
güğümünü,5
parayı,4
uzattı,5
yapsana,1
kampanasını,1
penceresindeki,2
penceredeki,4
kuruşu,1
harekete,2
geçmişti,5
cebine,5
koyduktan,1
çeyreğim,1
sarkarak,2
hızlanıp,1
uzaklaşıyordu,1
tekerleklerin,1
tutmayan,2
çömeldi,1
dönmektense,1
trenine,4
ovuşturuyor,2
annesinin,9
rüzgardan,5
kirpikleri,9
çapaklanıyordu,1
çömelerek,1
kafasının,1
etmesi,1
mevcut,2
didinen,2
kardeşlerine,1
anasıyla,1
mahluk,1
kadıncağız,1
bulgurdan,1
yaparken,7
hıçkırıklarla,4
iktifa,1
düzeltmeye,1
kaldıktan,1
akrabaya,1
bildiğinden,2
misafiri,2
doyurmak,1
kalmayı,3
tercih,4
görülmemişti,1
sütü,7
azalan,3
keçinin,1
gününün,4
otlatmak,1
karıştan,1
getirmekle,1
geçirecekti,1
serinde,1
çıkarsa,7
doldurduğu,3
paralar,5
sevindiren,1
düşüncesiydi,1
treninde,1
satamasa,1
öğleyin,2
haklıyordu,1
buçukta,1
korkutucu,1
alacakanlığa,1
gömülmüştü,2
döneceğini,4
odasından,2
meyal,2
şekillerine,1
kunduraları,1
gıcırtılar,1
doluyordu,1
vagonların,1
pencerelerinden,6
yerdeki,4
muştatil,1
biçimindeki,1
sıçraya,4
kavradı,2
alışmayan,1
çalkalanıyor,1
titretmeye,1
hissetmeden,1
içerisine,1
daldıkça,2
pabuçlarının,1
güğümdeki,1
ayranın,2
bağrışıyordu,1
dolaşıyordu,1
bacaklarında,3
çarptığı,4
sızlıyordu,2
kamçılayan,1
yorgunluğunu,2
unutmuştu,3
ocakta,1
parçasıyla,2
dama,1
saklanmak,3
dinlenmek,3
güğümden,1
ayranlar,1
dişlerinin,4
fırlıyordu,1
çapaklı,2
delmek,2
ilerilere,1
gelmedikçe,1
varılması,1
sıkıştırıldığını,1
anlayan,7
nihayetsiz,1
fırlatarak,2
gırtlağından,1
fırlatmaya,1
yayılıyordu,2
yakınlaşmış,1
karaltılar,1
belirip,1
kaybolmaya,2
taşıyamayacağını,1
tarafını,6
bağlamıştı,1
cıvık,1
basışında,1
kamçı,3
silerek,2
isterken,12
kayıyormuş,1
süratli,1
adımlarla,6
daireler,1
bağırışından,1
çamurları,1
mırıldanmaya,1
çalışıyordu,4
hasan'ı,1
onunkine,1
titriyorlar,1
duydukça,2
ağlaşıyorlardı,1
ikiyi,1
kâbuslu,1
pardesüye,1
yıkılarak,2
cepimde,1
soğukta,3
iliğime,1
bakmayarak,1
fırtınanın,11
çöküverdim,1
kanepesine,1
kıvılcımlı,1
kırbacını,2
kudurtuyor,1
saçarken,1
bardayım,1
eğlencesi,2
zevki,1
dilberinde,1
büküldükçe,1
ihtirasla,1
sarhoşların,1
alkışları,1
sarsıyor,1
barı,1
cüzdanlardan,1
liralar,1
dumanlıyor,1
biralar,1
çalgıları,1
hummalı,4
hararetle,1
başladıkça,1
kuduruyor,2
vücutları,1
coşkunluk,1
vakitle,1
kitle,1
fırlıyorum,1
vücudumu,2
boraya,3
tarafım,3
kavramıyor,1
dimağım,2
bitkinim,2
kafamdaki,1
uyusaydım,1
polis,7
paçavra,4
yırtıldı,6
kamıslar,1
haddini,3
basladı,1
yosunlarla,1
serenatlar,1
gelmis,1
yaygarasında,1
sikayet,1
reçinesiz,1
karsında,2
küstahlık,1
bakmıyor,4
alık,1
gönlünün,8
umuyor,1
gevezelikte,1
öpüsen,1
esikte,1
asık,3
gitarasını,1
neticesizligini,1
acizligini,1
nadimdir,1
verdigine,1
vaklıyor,1
cürümleri,1
çigne,2
mantosunu,1
kütükler,1
banyo,1
camıdır,1
tüyle,1
fersiz,6
üzüntüyle,2
ızdırap,2
akşamıdır,3
andırırken,1
fenerlerinin,1
ziyadan,1
bastonları,1
kurşunileşen,1
uyuklayan,2
yapacakları,2
muhayyel,1
deriyi,1
andırır,2
i̇ner,3
yolcusu,4
uyandırır,5
candarma,1
i̇dris’i,3
götürüyorlardı,1
candarmalar,3
dövmüşlerdi,1
camii’ni,2
bastığını,1
kılanları,1
soyduğunu,2
söyletir,1
yiyecekti,2
sendeledikçe,1
candarmaların,1
yapışıyordu,1
yürüdükten,1
soyan,1
fail,2
lazımdı,2
i̇dris,7
dalaverelere,1
çıkıyordu,7
çakmaktaşı,2
satarken,1
yakalanmıştı,2
mühimi,1
şikayetçiydi,1
rahmetli,1
babasının,2
imamıydı,1
hatırını,3
kaybolmasını,1
candarmanın,1
kesilmeyecekti,1
yakalayınca,1
muhtarla,1
vakadan,1
i̇mamköy,1
söylettiler,1
namazında,1
i̇mamköyü’ne,1
düşünüyordu,2
zihnini,2
dolduruyordu,2
dayaktan,1
alışmamış,1
bulamıyor,1
sinirlerinde,1
paraları,4
koyduğunu,1
icap,2
paralarla,3
diyivereceğim,1
ağa’da,1
kahvesinde,8
nasihat,1
evvela,4
zavallının,1
gebertinceye,1
döveceklerdi,1
yalvaracak,1
kıvranacak,1
dayağı,1
kaşların,4
dikildiğini,1
beğendin,1
dipçik,2
inledi,3
i̇dris’in,1
yapamayacaktı,1
silahları,2
vınlama,1
daldığı,2
dişinin,2
karşısındaki,1
uzadıya,3
takdim,1
edilmeden,1
kaynattılar,1
demeyin,6
kırlangıcın,3
ilkbaharda,6
yarenlik,3
işlerden,1
lafı,3
çalışmıyorsunuz,1
anlıyormuş,3
şıpırtıyla,1
dişiye,2
uzaklaştılar,1
okkalı,1
sözlerine,4
beklememekle,1
tekliften,1
hoşlandı,1
uçtuğumuz,1
etmiyoruz,1
vaktimiz,3
olmuyor,29
buğulanarak,1
düşünüyorsun,3
yaşadığımızın,1
varmayacak,1
tasdik,1
geçirecektim,1
kırlangıçlarda,1
adet,2
yazacakları,1
muhakkak,8
üniversitelerde,1
okutulurdu,1
uygundu,1
anlayacağından,1
çekiniyordu,1
münasip,1
diğerine,7
ayrılmayalım,1
kırlangıçlara,2
benzeyeceklerini,1
sanıyorlardı,2
birbirimizden,6
ayrılacağız,2
isterlerdi,3
ikisi,12
gidemeyeceğini,1
açılmaya,1
oturdukları,2
söğütten,1
manalı,3
kapattı,2
göremedi,4
üzereydi,2
buvvv,1
esti,12
işitemedi,1
kurmak,6
zamanının,1
ayrılacaklarını,1
birbirlerini,8
görmediler,3
söğüdü,1
geçirdikleri,1
ilkbaharı,3
unutmadılar,1
geçirmemiş,1
azlıkta,1
arıyormuş,1
gezdirerek,1
haliniz,2
berlin'de,1
küçükten,1
avuçlarının,5
boğulacak,2
parmaklarımı,2
sıkarak,1
tanıyorsunuz,1
benzemeyen,2
gayet,3
olabiliriz,1
tecrübem,1
tanımıyordum,1
anlaşılmaktan,1
endişesiyle,4
taraflarım,1
itibaren,5
sizde,7
babamdan,3
şaşırttı,4
üzdü,1
namusunu,1
müdafaa,1
çırpıyordunuz,1
gücenmeyin,2
arkadaşlığımızı,1
bulandırması,1
anlaşamayacağımızı,1
mühim,2
edemiyor,3
yakınlaşmalar,3
birleşmeler,3
yalancıdır,4
muayyen,3
hadde,3
sokulabilirler,3
uydururlar,3
hatalarını,3
anlayınca,4
yeislerinden,3
olanla,1
etseler,1
hayallerindekini,1
halimizle,5
zannetmektir,2
dağıldıkça,2
‘bu,1
olmayabilirdi’,1
mukadder,5
telakki,1
kabulle,1
hazırdır,6
ejderhanın,3
inme,4
cesaretini,5
çağırırsan,2
anlamadım,6
insanlarda,6
kederden,3
heyecandan,1
sükunete,1
unutuyordu,1
kaçarlar,2
böyleyim,2
varmadıkları,1
ehemmiyetli,1
kemirmekten,1
yapıyordu,2
gözünüzde,1
istiyorsunuz,3
yaşarmıştı,1
akıllısı,2
duygulusu,1
koymak,3
kendimiz,6
nefsime,2
ihtiyacımızı,1
tanıdıktan,1
keşfetmez,1
peynirin,2
evsafı,1
söylemekten,3
kaçtığımız,3
kararımızı,1
rahatıyla,1
geçiveriyoruz,1
muhtaç,12
artıyordu,1
etmekteydi,2
sıkıntıya,1
düştüklerini,1
belaları,2
başımızdan,1
ferahlık,1
zavallılara,1
alaka,1
isteriz,1
cinslerinden,1
kudret,1
salahiyetlerini,1
denemek,1
teessürlerimiz,1
inkisarlarımız,1
hiddetlerimiz,1
hadiselerin,1
anlaşılmadık,1
taraflarınadır,1
tanımanın,1
zahmetli,2
teşebbüs,1
etmektense,1
körler,3
dolaşmayı,1
çarpıştıkça,1
mevcudiyetinden,1
haberdar,1
etrafları,1
anlaşılmayan,3
haklarında,1
başladıklarını,1
etrafın,2
hareketini,1
bulacaklarını,1
tasavvur,2
edemiyordum,1
edemeyeceğini,1
zannettiği,2
katlanıyor,1
muhitimden,1
duruşumun,1
vahşiliğimin,1
tanıştığım,4
benimsediğim,1
muhitimde,1
bulamayışım,1
tabiattan,2
melül,2
gülmeye,6
çalışması,1
gelmemiştir,1
küçüklüğümden,1
israf,2
kısmını,1
ilerisi,1
soğuktu,6
tereddütsüz,4
birçoğu,1
gideceklerdi,1
cazip,3
kapanmakla,1
bulunduğumu,1
anlıyordum,1
bağlandığından,1
bağlarla,3
sarılabilirmiş,1
mantığımızla,1
uymuyordu,1
olmadıktan,1
ti,1
kumardır,1
oynayamam,1
uzandığını,1
yastığa,9
serildiğini,1
manzarayı,1
olamayacağını,1
düşünüyordum,4
unuttuğunu,1
duraklayan,1
unuttuğunun,1
bulamayarak,1
hafızasını,1
ceplerini,1
araştıran,2
ümidini,2
kesince,1
istemeyen,2
üzüntülüydüm,1
namertlik,2
savursa,1
çileli,6
ağlarsa,3
ayağıma,8
sümüklüydüm,1
tükenmedi,3
boncuk,17
vakitlerinde,7
sarmaz,3
dumanlıdır,1
yatarsın,4
gurbetten,2
soluğum,8
delilik,4
endam,3
tafra,1
değmeden,8
sevebilmek,6
serpmek,1
çırpınmak,1
bacak,4
söndürün,2
parmağının,3
akşamüstlerine,1
parçalanır,27
bölünür,5
yekûn,1
sıranın,1
boyadan,1
çiziyordum,1
boyuyordum,1
yakışıyordu,1
kirlenmesin,1
fırçanın,1
dokunuyordum,1
çerçeveleri,1
tuvalleri,1
bırakırdım,5
anlamasın,2
saklaması,1
yazıyordum,2
savuruyordu,1
götürüyordu,1
oluyordun,5
dümeni,3
inciler,3
uçardı,4
bakışlarından,8
hayallere,13
anlamsın,1
sorsalar,2
anlatırdım,6
bilmedi,6
tesadüfen,7
gitmezdim,2
kaldırırdım,1
görmezdi,1
tutardım,1
gülümsemezdim,1
sığmazdı,2
sepetine,1
bırakalı,1
oyuncaklarımızı,2
kılıfından,1
silahlar,10
tutuşturdular,1
sökmeden,2
damlattılar,1
gülümüze,1
kuşlarımızı,1
bugünler,3
ödeneli,1
fidanların,2
kahpe,14
kurşunlar,7
sıkılır,3
kirle,1
yarınlarınız,1
yuvanız,1
ocağınız,1
tütecek,3
periler,2
yarınlarımız,3
bebeği,9
tabutuna,2
serdikleri,1
giydiği,3
dünlerin,3
yarını,10
mekânsız,1
cebimden,4
üttüğüm,1
sevgilerimi,6
kömürden,2
pamuk,12
öpücüklerin,1
yanağıma,4
konardı,7
şekerler,1
güneştin,1
severdin,6
sormuştun,1
yağmaz,4
buluyormuş,1
külah,1
dondurmam,1
çikolatalı,1
kurabiyelerim,1
sabun,3
köpüğünden,2
büyüme,1
ihanetler,7
çalakalem,4
yazdığı,6
bestekârın,1
notaya,2
döktüğü,5
kemancının,1
yayına,1
gerdiği,1
estiği,2
kalemlerin,1
manasında,1
yittiği,1
meycinin,1
kattığı,1
sattığı,1
hayale,9
gardiyanın,1
pak,3
kararınca,2
saçar,5
umutsuzluğa,5
çoğalır,7
artar,6
sırlar,16
yakamozlarından,1
saklandığı,4
gitmedin,2
kedim,1
asılıydı,3
dokuması,1
küçücüktü,2
elbisen,3
çerçevelenip,1
asıldığın,1
gramofonun,2
dinlesem,1
ıslaklığı,7
dondurmalarımız,1
atlardık,2
dokuztaş,1
oynardık,6
toplardık,1
yakamozları,3
saklanıyorlar,1
bürürdü,1
sevmiyor,5
kopartırken,1
yazılmamış,10
besteler,4
i̇çsel,1
yolculuğumun,1
dönülmezinde,1
usuma,2
kalelerim,1
depremlerimde,1
açma,10
derinlerinde,6
sönenler,2
ateşböceklerinde,1
kanatan,7
dizelerimin,1
saklanmalıyım,1
bulmasın,1
güneşimdin,1
battın,1
başımdı,1
belam,2
haberlerinden,1
kanatlarındayım,1
neremde,1
başındayım,2
çırpınmaktayım,1
boğuyorlar,1
camlarından,3
yakıyorlar,1
kazıyorlar,3
caddelerinden,1
örme,1
kazaktan,2
sökülüyorum,1
yaprağım,5
üflesen,3
dökülüyorum,4
yaptın,7
kestin,3
soluğumu,3
büyüt,2
ihanetini,3
sorma,48
filozofun,1
kenedine,1
has,10
yanıtını,1
alamayacağın,1
fotoğrafımı,1
türküne,1
şarkına,2
ekmeğinin,2
göm,8
kurutup,2
alsalar,4
rüyanda,3
yırtığının,1
avucuna,4
yastığının,2
ula,5
yarana,3
gülücüklerine,1
defalarca,13
mağdur,3
bakıştan,2
topladığım,7
güleç,5
sihir,3
yıldızsın,1
uzaklıkta,2
cennetin,5
yapılır,7
tomurcuğundan,1
gönlüne,14
yazılır,12
açacağım,3
kollarımı,5
kucaklayamadığım,1
hurdacıyım,1
hurda,1
hurdacı,5
dökük,21
paslanmış,9
gülümsemeler,2
buseler,7
artan,5
somun,5
okşaması,2
başağı,3
suratımda,1
sıfatımda,1
yürüyüşüm,2
telaşlı,16
düştüğünde,12
yanaşır,1
benliğim,3
savrulur,8
varda,1
bilmişsin,1
mülakat,1
koymuştum,5
geçmişsin,1
ışıldıyor,4
tavırlar,3
putların,2
yıkıp,8
aşinayım,1
aşımsın,1
tuzum,3
tadım,5
böceğim,1
rüzgârım,2
gidişinde,3
dokunuşu,12
herkesde,1
parçanı,1
aradığımı,1
parlıyor,11
sapan,6
belkisinden,1
tutuşmadı,1
ucundandı,1
ritimsiz,6
atışlarımızla,1
avuturum,1
saklarız,1
bakışlarımız,2
hancısın,1
yılanın,4
beslemesiyle,1
affetmeyi,1
öğretir,2
semazenin,1
dönmesiyle,1
mevla’ya,2
değirmeniydi,1
tennurenin,1
çemberinden,1
çarkında,3
postnişin,1
yaratılanı,2
yaratandan,1
sözüyle,1
cemali,1
sönmesiyle,1
buhardan,2
çevirmesiyle,1
semazen,3
kâinat,4
çizdi,2
ortasındaydım,1
evliyanın,2
uzanmışım,1
vahada,1
kralım,1
kederleri,7
dağıtıyorum,4
kalede,1
çırpınca,1
muhafızlarım,1
halkım,2
i̇steyene,1
kâğıt,8
parmağımla,1
emrim,1
bağışlıyorum,2
bakışlarımdan,3
erirse,1
ılıdım,1
yanaklarımdan,4
kırmızıydı,1
uzaktım,1
patikaydım,1
kırgındım,1
sabahtı,1
eskir,4
değildik,1
anıldığında,2
ayrılışında,1
deyse,1
savurur,10
düşündüğümde,3
sensizliklere,1
götürüyorlar,2
cennette,7
çakmalıydı,1
oluşluk,1
sarılış,1
tutuşmak,1
çaresizlikten,3
gizlememiş,1
dilerdim,6
pişmanlığımın,2
suskunluğumdan,1
anlayamazdın,2
olmalıydın,3
etmemiş,5
titrediğini,2
heyecanımdan,1
sakladığımı,2
tutamadım,3
kelimelerimde,1
mahpus,10
seviyordum,3
bilmiyordun,1
olmanı,5
hediyeni,1
bilmeyeceksin,4
yağmadığını,1
mavilerini,2
karanfillerle,1
bezediğim,1
martılarına,1
kanıp,2
peşlerinden,2
soğur,6
kirletir,3
islatmaz,1
söndürür,3
kir,6
dinleme,1
kandırır,1
ömürleri,2
kopartılınca,1
birilerinin,4
raflarını,1
süslersin,2
vitrinlerinin,1
koyarlar,1
kanma,6
karçiçeğim,1
yıldızda,2
kapanacağını,2
bulamayan,5
yetmezmiş,2
alabora,5
olamayan,1
teknesiydim,1
neredeydin,2
teninden,8
yosmanın,4
ar'a,1
uzağım,5
yakınken,2
yutkunmuşken,1
ağlamanın,4
getirmeyeceğini,1
yazdığımın,1
değmeyeceğini,1
bakışla,3
farklı,19
deseni,6
tığıyla,2
iplerden,1
suyduk,1
denizleri,16
taştık,2
ıtır,5
kokuyla,3
döküldük,3
vazgeçtik,1
yaşamlardan,1
bakışlardan,3
ellerden,1
paylaştık,1
yüreklerimizi,4
oyuncaklarımın,1
alınacağını,1
kalemlerinden,1
yenilgiyi,3
tükendiğimi,1
sansam,1
maçlarında,1
yakam,1
kirlenir,4
önlüğümün,2
yenile,4
yenilmemeyi,1
üşütürsün,1
oturmazdım,1
huysuzdum,1
durduğum,4
durmazdım,2
anlatırken,8
prenseslerden,1
nedenim,2
değişmiyordu,1
öyledir,8
seninde,3
toplardım,3
hepsinden,4
büyüdüğümü,1
yapmıyor,1
televizyondaki,1
bakmıyordum,1
hoşnuttu,1
beklemekmiş,1
sepetin,2
toplayalım,3
serpiştirelim,1
bebekleri,1
birleştirelim,2
bahtı,9
kaydın,1
yapamazsın,3
dönecektin,1
kavuşacaktık,1
kandırmaya,3
kollarımla,3
gözyaşlarımı,19
yağışında,2
görünmedi,2
gitmişsin,1
unutulmuyormuş,1
acıtmazdı,2
şimdiler,1
korkuyormuş,1
seviyormuşum,2
bilebilsem,1
üzümü,4
taneler,5
dağıtır,3
çekinip,1
i̇damına,1
mahkûm,6
yazını,3
dokur,2
buseye,2
sönsün,5
meyler,1
kadehler,6
harlar,1
bulutlu,7
yıldıza,11
küsecek,3
kaldırımlarına,3
ar,4
ından,2
yosmalar,2
kollarda,2
büyüğünü,1
tatmadın,2
sorgu,4
sual,1
sevildiğin,1
sanacaksın,1
tatmin,2
sofrandan,1
öğretecek,2
saydığın,3
seveceksin,6
acıyacak,3
yanların,1
kırılıcaksın,1
parçalanacak,5
sevilmeye,3
sövmeye,2
hakların,1
tövbelerin,1
yolmak,1
istedin,5
kopartmıyorlar,1
direnince,1
eğemeyince,1
yerince,1
i̇nanma,3
gülüşlere,3
yağınca,3
tohumsun,1
merhametsiz,2
dizse,1
kıyıları,7
asi,35
gülüyüm,1
açelya,2
tekneler,5
ağ,7
maçka,2
horon,2
teper,1
fırtınalarına,2
zigana,1
yaylalarına,2
kemençeyim,1
rizeliyim,1
ilgaz,2
dağıyım,1
nehriyim,1
yıldızıyım,1
tepip,1
istiklal,2
caddesinde,2
yürüyesim,1
dokunuş,10
aralıktan,2
duysam,6
çello,1
beethoven,1
nın,4
senfonisini,2
değse,6
mayın,6
parçalasa,1
yakışsa,1
ömründen,8
çöpünün,1
dokundursa,1
eksilsem,1
tükensem,1
soluğundan,3
üfleseler,1
ebediyete,1
sönsem,1
sarmalasa,2
yürüdüğünü,1
palyaçoya,1
yalnızlığıyla,3
vazgeçsem,2
batışına,2
salsa,1
çerçeveler,1
kaldırılsa,1
atılsa,1
hurdacıya,4
bağışlansa,1
kavuşmalardan,2
mutluluklardan,3
tanelerinin,5
yavrunun,1
tutunuşu,2
korkuyorsan,1
çerçevelerle,1
bağışlanmaktan,1
şubatta,1
bağışlamadım,3
yüzbaşıydı,1
teğmen,1
çalındığında,2
dokunulduğunda,2
yanlarım,2
başımla,2
düşerdin,2
ıslatmazdı,1
sevgimiz,8
otel,10
eskidi,7
kanunları,2
döküldüğünde,2
i̇hanetleri,1
bölündüğünde,1
kırmızıların,2
yangından,4
küllerim,1
yumduğumda,2
parçalarım,2
bitmişti,3
yaşanmıştı,2
hançeri,3
saplar,3
kederde,2
hicranımı,1
hüzünümü,1
geçiremiyorsun,1
batmasın,3
karanlıklarla,3
bırakmasın,1
hayalimde,7
sevmişim,21
neyleyim,7
zarfında,1
gizledim,6
pistir,1
görmezlikten,3
örülmüş,6
cezaevi,1
duvarıyım,1
kopartır,1
koklar,1
atarsın,2
eşiklerin,1
kiridir,1
umudum,15
kumlarıdır,1
varoşlarıdır,1
yürüsem,3
yitip,13
sevdası,17
kaldırımların,7
aşkıyım,1
kordonunda,2
paylaşalım,2
tutalım,3
i̇zin,8
kopsun,5
islanalım,1
i̇liklerimize,1
yanalım,2
kopalım,1
savrulalım,2
batalım,1
i̇çimizde,7
vazgeçmeyişlik,1
kabullenemeyişlik,1
beceremeyişlik,1
i̇kimizde,4
saklamayı,1
becerir,1
yaptık,4
davrandık,1
başkalarında,3
teselliyi,1
avunmayı,1
seçtik,2
yaptığımızı,1
tanışır,1
yabancıyla,1
bakıştık,3
yamalaktı,1
ayaküstü,3
ettiğimiz,7
ayrıldığımız,2
tohuma,2
vermesin,5
kavuştursunlar,1
israrla,2
doğduğunda,5
boğsun,1
nadide,7
yarınlara,18
temizlesin,1
mavilikler,5
edinsin,1
muhacır,1
zalime,1
tutsun,2
kayırsın,1
mazlumların,4
silsin,3
yüreklerin,8
i̇lkinin,1
akmamış,1
yüreklerimizde,2
eşkıyaların,2
mermilerinde,1
kelebeğin,10
avuçlarda,3
vermesi,2
kopartılacak,1
konulan,1
dayıyorsun,1
parmaklarından,10
gürültülü,6
yağışlı,1
izlerini,22
silemiyor,1
acıtmamış,1
öptüğü,7
kesmedi,2
kesseydi,1
doğmazdı,1
gömüyor,3
kucaklayıp,3
bassın,3
rayı,1
arıyorsam,1
sihirbazın,2
sihirli,13
bekliyorsam,2
kızarıyorsa,1
inandıramıyorsam,1
sığmıyorsa,1
gidiyorsam,1
tükeniyorsam,1
eriyorsam,1
çalıyorsa,2
şarkımızı,1
gibiysem,1
köpürüyorsam,1
kesemiyorsa,1
maviysem,1
kaçaksam,1
gececeysem,1
cellâdın,1
ellerindeysem,1
soruyorsa,1
i̇nanmıyorsa,1
küstüğümüze,1
söyleyemiyorsam,1
telefonu,2
yazamıyorsam,1
mektuba,2
zamanlada,1
sanaydı,2
öyküm,1
kapındayım,2
bahçemdeki,7
güzelmiş,3
özlemlerimi,9
saplan,1
düşlerden,2
arındırayım,1
yönüm,2
uzağımdan,1
gitmiştin,3
soğumamıştı,1
alışmaya,3
kızılın,1
batışı,1
çırpınışı,5
tavrım,2
kıskanç,3
yönüyle,2
alışamamıştı,1
gidişine,3
kokularından,2
kokun,13
sine,5
mazlum,24
çekilişi,1
sevişmemiştik,1
inildiği,1
yüreğimizin,7
toplayacaksın,1
çantana,3
getireceğim,2
titanic,1
filmlerden,2
kutsallığıyla,1
yağmurlarından,3
şemsiyemi,2
seyretsem,1
tomurcuğundasın,1
çizsem,1
prensesten,1
güzelsen,1
işıldıyor,1
güzelliğiyle,5
dükkânlar,2
kiralık,16
acentelerinde,1
koltuklar,3
kiralarım,2
i̇hanetlerim,1
jetonlu,1
sefalarında,1
çoraplarım,1
ıslanmış,4
asmışım,1
otomobiller,2
renginden,4
öderim,3
düşelim,1
bedelinden,1
caddelerinde,3
devrik,3
krallık,1
umutlarından,5
türkümüz,6
çalınır,8
solardım,1
savururdum,1
yele,23
sevmeseydim,2
tükenir,13
umutlarımda,2
bölünmezdi,2
dokunma,24
ağlardın,4
dönmeyeceğimi,1
oyuncağım,1
unutacağım,13
ölürmüş,1
sevmeler,7
yazılırsa,1
bedelin,1
ödeyerek,1
diyarlardan,10
filizlenip,1
